No.,Code,H,K,L,Mult,Hw,2theta/TOF,L-factor,d-spacing,TOF_alpha,TOF_Beta
390,1,6,0,5,4,0.1229,101.8215,1.3605,0.6024,0,0
391,2,7,0,4,4,0.1229,101.8293,1.3605,0.6025,0,0
392,2,6,0,5,4,0.1237,102.1793,1.3615,0.6055,0,0
393,1,1,0,7,4,0.1242,102.4285,1.3623,0.6076,0,0
394,1,8,2,0,4,0.1245,102.5511,1.3628,0.6087,0,0
395,2,1,0,7,4,0.1251,102.7902,1.3637,0.6107,0,0
396,2,8,2,0,4,0.1254,102.9136,1.3641,0.6117,0,0
397,1,0,5,3,4,0.1272,103.6856,1.3675,0.6183,0,0
398,1,0,1,7,4,0.1276,103.8511,1.3683,0.6197,0,0
399,1,7,1,4,8,0.1276,103.8614,1.3684,0.6198,0,0
400,1,4,3,5,8,0.1279,103.9564,1.3689,0.6206,0,0
401,1,8,2,1,8,0.128,103.9913,1.3691,0.6209,0,0
402,2,0,5,3,4,0.1281,104.0555,1.3694,0.6214,0,0
403,1,6,4,0,4,0.1283,104.1089,1.3697,0.6219,0,0
404,1,6,1,5,8,0.1285,104.2125,1.3702,0.6228,0,0
405,2,0,1,7,4,0.1285,104.2222,1.3703,0.6228,0,0
406,2,7,1,4,8,0.1286,104.2326,1.3703,0.6229,0,0
407,2,4,3,5,8,0.1288,104.3282,1.3709,0.6237,0,0
408,2,8,2,1,8,0.1289,104.3633,1.3711,0.624,0,0
409,2,6,4,0,4,0.1292,104.4817,1.3717,0.625,0,0
410,2,6,1,5,8,0.1295,104.586,1.3723,0.6259,0,0
411,1,1,5,3,8,0.1297,104.6594,1.3728,0.6265,0,0
412,1,1,1,7,8,0.1301,104.8256,1.3738,0.6279,0,0
413,2,1,5,3,8,0.1306,105.036,1.3751,0.6297,0,0
414,2,1,1,7,8,0.1311,105.2033,1.3762,0.6311,0,0
415,1,3,5,2,8,0.1311,105.2236,1.3763,0.6313,0,0
416,1,1,3,6,8,0.1312,105.254,1.3765,0.6315,0,0
417,1,2,0,7,4,0.1315,105.3468,1.3771,0.6323,0,0
418,1,6,4,1,8,0.132,105.559,1.3786,0.6341,0,0
419,2,3,5,2,8,0.1322,105.6041,1.3789,0.6345,0,0
420,2,1,3,6,8,0.1323,105.6346,1.3791,0.6348,0,0
421,2,2,0,7,4,0.1325,105.728,1.3798,0.6355,0,0
422,1,7,3,2,8,0.1325,105.7391,1.3799,0.6356,0,0
423,2,6,4,1,8,0.1331,105.9417,1.3813,0.6373,0,0
424,1,8,0,3,4,0.1331,105.9537,1.3814,0.6374,0,0
425,2,7,3,2,8,0.1336,106.1232,1.3827,0.6389,0,0
426,1,1,4,5,8,0.1337,106.176,1.3831,0.6393,0,0
427,1,4,5,0,4,0.134,106.2654,1.3838,0.64,0,0
428,2,8,0,3,4,0.1342,106.3392,1.3844,0.6407,0,0
429,1,5,4,3,8,0.1344,106.4196,1.385,0.6413,0,0
430,2,1,4,5,8,0.1348,106.5631,1.3862,0.6425,0,0
431,2,4,5,0,4,0.1351,106.6531,1.3869,0.6433,0,0
432,2,5,4,3,8,0.1355,106.8084,1.3882,0.6446,0,0
433,1,5,0,6,4,0.1362,107.0193,1.39,0.6463,0,0
434,2,5,0,6,4,0.1373,107.4124,1.3934,0.6496,0,0
435,1,2,5,3,8,0.1379,107.6085,1.3952,0.6513,0,0
436,1,4,5,1,8,0.1383,107.7312,1.3964,0.6523,0,0
437,1,2,1,7,8,0.1384,107.7772,1.3968,0.6527,0,0
438,1,4,4,4,8,0.1385,107.7945,1.397,0.6528,0,0
439,1,4,2,6,8,0.1387,107.8789,1.3978,0.6535,0,0
440,2,2,5,3,8,0.1391,108.0059,1.399,0.6546,0,0
441,2,4,5,1,8,0.1395,108.1294,1.4002,0.6556,0,0
442,2,2,1,7,8,0.1396,108.1758,1.4007,0.656,0,0
443,2,4,4,4,8,0.1397,108.1932,1.4009,0.6561,0,0
444,1,2,3,6,8,0.1397,108.2121,1.4011,0.6563,0,0
445,2,4,2,6,8,0.14,108.2782,1.4017,0.6568,0,0
446,1,8,2,2,8,0.1402,108.3708,1.4027,0.6576,0,0
447,1,8,1,3,8,0.1403,108.392,1.4029,0.6578,0,0
448,2,2,3,6,8,0.141,108.614,1.4052,0.6596,0,0
449,2,8,2,2,8,0.1415,108.7738,1.4068,0.6609,0,0
450,2,8,1,3,8,0.1416,108.7952,1.4071,0.6611,0,0
451,1,2,4,5,8,0.1427,109.1491,1.4109,0.664,0,0
452,1,5,1,6,8,0.1438,109.4723,1.4145,0.6667,0,0
453,2,2,4,5,8,0.1441,109.558,1.4155,0.6674,0,0
454,2,5,1,6,8,0.1451,109.8836,1.4193,0.6701,0,0
455,1,6,4,2,8,0.1454,109.9757,1.4204,0.6708,0,0
456,1,3,0,7,4,0.1466,110.3074,1.4244,0.6735,0,0
457,2,6,4,2,8,0.1469,110.3909,1.4255,0.6742,0,0
458,1,6,3,4,8,0.1473,110.5237,1.4271,0.6753,0,0
459,2,3,0,7,4,0.148,110.7252,1.4297,0.6769,0,0
460,2,6,3,4,8,0.1488,110.9432,1.4325,0.6787,0,0
461,1,9,0,1,4,0.1492,111.0571,1.434,0.6796,0,0
462,1,7,2,4,8,0.1497,111.1951,1.4359,0.6808,0,0
463,2,9,0,1,4,0.1507,111.4808,1.4397,0.6831,0,0
464,1,6,2,5,8,0.151,111.5609,1.4408,0.6837,0,0
465,2,7,2,4,8,0.1512,111.6199,1.4416,0.6842,0,0
466,2,6,2,5,8,0.1525,111.9886,1.4468,0.6872,0,0
467,1,1,2,7,8,0.1533,112.2005,1.4499,0.6889,0,0
468,1,4,5,2,8,0.1533,112.2064,1.45,0.689,0,0
469,2,1,2,7,8,0.155,112.6334,1.4563,0.6924,0,0
470,1,3,5,3,8,0.155,112.638,1.4564,0.6925,0,0
471,2,4,5,2,8,0.155,112.6394,1.4564,0.6925,0,0
472,1,3,1,7,8,0.1556,112.8123,1.459,0.6939,0,0
473,1,5,3,5,8,0.1561,112.9233,1.4607,0.6947,0,0
474,2,3,5,3,8,0.1566,113.0746,1.463,0.696,0,0
475,1,7,3,3,8,0.157,113.1774,1.4646,0.6968,0,0
476,2,3,1,7,8,0.1573,113.2503,1.4658,0.6974,0,0
477,1,3,3,6,8,0.1574,113.2618,1.466,0.6975,0,0
478,2,5,3,5,8,0.1578,113.3622,1.4676,0.6983,0,0
479,1,9,1,1,8,0.1586,113.5753,1.471,0.7,0,0
480,2,7,3,3,8,0.1588,113.6184,1.4717,0.7003,0,0
481,2,3,3,6,8,0.1591,113.7036,1.4731,0.701,0,0
482,2,9,1,1,8,0.1604,114.0197,1.4783,0.7035,0,0
483,1,3,4,5,8,0.1612,114.2315,1.4818,0.7052,0,0
484,2,3,4,5,8,0.1631,114.6816,1.4896,0.7088,0,0
485,1,7,0,5,4,0.1635,114.7775,1.4913,0.7095,0,0
486,1,8,3,0,4,0.1639,114.872,1.4929,0.7103,0,0
487,1,1,5,4,8,0.1649,115.1077,1.4971,0.7122,0,0
488,2,7,0,5,4,0.1654,115.2323,1.4994,0.7131,0,0
489,1,2,2,7,8,0.1657,115.2955,1.5005,0.7136,0,0
490,2,8,3,0,4,0.1658,115.3277,1.5011,0.7139,0,0
491,2,1,5,4,8,0.1668,115.5655,1.5055,0.7158,0,0
492,1,9,0,2,4,0.1671,115.6384,1.5068,0.7163,0,0
493,2,2,2,7,8,0.1676,115.7549,1.509,0.7173,0,0
494,1,8,2,3,8,0.1685,115.9436,1.5126,0.7187,0,0
495,2,9,0,2,4,0.1692,116.1009,1.5156,0.72,0,0
496,2,8,2,3,8,0.1705,116.4089,1.5215,0.7224,0,0
497,1,8,3,1,8,0.1706,116.427,1.5219,0.7225,0,0
498,1,8,0,4,4,0.1709,116.4943,1.5232,0.7231,0,0
499,2,8,3,1,8,0.1727,116.8967,1.5312,0.7262,0,0
500,1,5,5,1,8,0.1729,116.9277,1.5319,0.7264,0,0
501,2,8,0,4,4,0.173,116.9646,1.5326,0.7267,0,0
502,1,5,4,4,8,0.1732,116.9953,1.5332,0.727,0,0
503,1,5,2,6,8,0.1736,117.0856,1.5351,0.7277,0,0
504,1,7,1,5,8,0.1749,117.3711,1.541,0.7299,0,0
505,2,5,5,1,8,0.1751,117.402,1.5416,0.7301,0,0
506,2,5,4,4,8,0.1754,117.4703,1.543,0.7306,0,0
507,1,4,0,7,4,0.1757,117.5429,1.5445,0.7312,0,0
508,2,5,2,6,8,0.1758,117.5614,1.5449,0.7313,0,0
509,1,0,6,0,2,0.1761,117.6222,1.5462,0.7318,0,0
510,1,6,4,3,8,0.1762,117.6418,1.5466,0.732,0,0
511,2,7,1,5,8,0.1772,117.8496,1.551,0.7336,0,0
512,2,4,0,7,4,0.178,118.0231,1.5548,0.7349,0,0
513,2,0,6,0,2,0.1784,118.1031,1.5565,0.7355,0,0
514,2,6,4,3,8,0.1785,118.1229,1.5569,0.7357,0,0
515,1,9,1,2,8,0.1791,118.2517,1.5597,0.7367,0,0
516,1,2,5,4,8,0.1792,118.2787,1.5603,0.7369,0,0
517,1,6,0,6,4,0.1793,118.2922,1.5606,0.737,0,0
518,2,9,1,2,8,0.1815,118.7387,1.5706,0.7404,0,0
519,2,2,5,4,8,0.1816,118.7659,1.5712,0.7406,0,0
520,2,6,0,6,4,0.1817,118.7795,1.5715,0.7407,0,0
521,1,7,4,1,8,0.182,118.8464,1.573,0.7412,0,0
522,1,8,1,4,8,0.1834,119.1282,1.5794,0.7434,0,0
523,2,7,4,1,8,0.1845,119.3392,1.5843,0.745,0,0
524,2,8,1,4,8,0.1859,119.6238,1.591,0.7472,0,0
525,1,4,5,3,8,0.1879,120.0175,1.6004,0.7501,0,0
526,1,4,1,7,8,0.1889,120.2033,1.6049,0.7515,0,0
527,1,1,6,1,8,0.1894,120.3037,1.6074,0.7523,0,0
528,2,4,5,3,8,0.1906,120.5221,1.6128,0.7539,0,0
529,1,3,2,7,8,0.1912,120.6428,1.6158,0.7548,0,0
530,1,4,3,6,8,0.1914,120.6831,1.6168,0.7551,0,0
531,2,4,1,7,8,0.1916,120.7098,1.6175,0.7553,0,0
532,2,1,6,1,8,0.1921,120.8112,1.6201,0.7561,0,0
533,1,6,1,6,8,0.193,120.9724,1.6242,0.7573,0,0
534,2,3,2,7,8,0.194,121.1538,1.6288,0.7587,0,0
535,2,4,3,6,8,0.1942,121.1946,1.6299,0.759,0,0
536,1,8,3,2,8,0.1944,121.2283,1.6307,0.7592,0,0
537,1,9,2,1,8,0.1957,121.4614,1.6368,0.761,0,0
538,2,6,1,6,8,0.1958,121.4869,1.6375,0.7612,0,0
539,1,4,4,5,8,0.1971,121.7208,1.6436,0.7629,0,0
540,2,8,3,2,8,0.1972,121.7455,1.6443,0.7631,0,0
541,1,5,5,2,8,0.1973,121.753,1.6445,0.7631,0,0
542,1,2,6,0,4,0.1985,121.9755,1.6504,0.7648,0,0
543,2,9,2,1,8,0.1986,121.9811,1.6506,0.7648,0,0
544,1,0,4,6,4,0.1992,122.0876,1.6535,0.7656,0,0
545,2,4,4,5,8,0.2,122.2433,1.6577,0.7668,0,0
546,2,5,5,2,8,0.2002,122.2759,1.6586,0.767,0,0
547,2,2,6,0,4,0.2015,122.5008,1.6648,0.7687,0,0
548,2,0,4,6,4,0.2022,122.6141,1.6679,0.7695,0,0
549,1,1,4,6,8,0.2056,123.209,1.6847,0.7738,0,0
550,1,2,6,1,8,0.2082,123.6433,1.6973,0.777,0,0
551,1,9,0,3,4,0.2087,123.7114,1.6993,0.7775,0,0
552,2,1,4,6,8,0.2089,123.7479,1.7004,0.7778,0,0
553,1,7,4,2,8,0.209,123.7696,1.701,0.7779,0,0
554,1,3,5,4,8,0.2091,123.7905,1.7016,0.7781,0,0
555,1,0,6,2,4,0.2114,124.1593,1.7127,0.7807,0,0
556,2,2,6,1,8,0.2116,124.1873,1.7135,0.7809,0,0
557,2,9,0,3,4,0.212,124.2562,1.7156,0.7814,0,0
558,2,7,4,2,8,0.2124,124.315,1.7174,0.7819,0,0
559,2,3,5,4,8,0.2125,124.3361,1.718,0.782,0,0
560,1,0,3,7,4,0.2127,124.3781,1.7193,0.7823,0,0
561,1,7,3,4,8,0.2128,124.3903,1.7196,0.7824,0,0
562,1,0,0,8,2,0.2132,124.4512,1.7215,0.7829,0,0
563,2,0,6,2,4,0.2148,124.7092,1.7294,0.7847,0,0
564,1,6,3,5,8,0.2154,124.8041,1.7324,0.7854,0,0
565,2,0,3,7,4,0.2162,124.9306,1.7363,0.7863,0,0
566,2,7,3,4,8,0.2163,124.943,1.7367,0.7864,0,0
567,2,0,0,8,2,0.2167,125.0046,1.7386,0.7868,0,0
568,1,1,6,2,8,0.2186,125.3083,1.7483,0.789,0,0
569,2,6,3,5,8,0.219,125.3617,1.75,0.7894,0,0
570,1,1,3,7,8,0.2201,125.5302,1.7554,0.7906,0,0
571,1,7,2,5,8,0.2204,125.5717,1.7567,0.7909,0,0
572,1,1,0,8,4,0.2206,125.6043,1.7578,0.7911,0,0
573,2,1,6,2,8,0.2223,125.8719,1.7665,0.793,0,0
574,2,1,3,7,8,0.2238,126.0965,1.7739,0.7946,0,0
575,2,7,2,5,8,0.2241,126.1386,1.7753,0.7949,0,0
576,2,1,0,8,4,0.2243,126.1715,1.7764,0.7951,0,0
577,1,9,2,2,8,0.2268,126.5352,1.7886,0.7977,0,0
578,1,9,1,3,8,0.227,126.5602,1.7894,0.7978,0,0
579,1,2,4,6,8,0.2277,126.6648,1.793,0.7986,0,0
580,2,9,2,2,8,0.2308,127.1141,1.8085,0.8017,0,0
581,2,9,1,3,8,0.231,127.1394,1.8094,0.8019,0,0
582,2,2,4,6,8,0.2317,127.2454,1.8131,0.8026,0,0
583,1,8,2,4,8,0.2335,127.4982,1.822,0.8044,0,0
584,1,6,5,0,4,0.234,127.5661,1.8244,0.8048,0,0
585,1,5,0,7,4,0.2345,127.6421,1.8271,0.8054,0,0
586,2,8,2,4,8,0.2377,128.0895,1.8433,0.8084,0,0
587,2,6,5,0,4,0.2382,128.1583,1.8458,0.8089,0,0
588,2,5,0,7,4,0.2388,128.2354,1.8487,0.8094,0,0
589,1,1,1,8,8,0.2409,128.5238,1.8594,0.8114,0,0
590,1,4,2,7,8,0.2421,128.6851,1.8654,0.8125,0,0
591,1,2,6,2,8,0.2434,128.8596,1.872,0.8137,0,0
592,1,0,5,5,4,0.2438,128.9042,1.8737,0.814,0,0
593,1,2,3,7,8,0.2452,129.0922,1.8809,0.8153,0,0
594,2,1,1,8,8,0.2455,129.1289,1.8823,0.8155,0,0
595,1,2,0,8,4,0.2458,129.1699,1.8838,0.8158,0,0
596,2,4,2,7,8,0.2467,129.2924,1.8886,0.8166,0,0
597,1,6,5,1,8,0.2472,129.3562,1.8911,0.8171,0,0
598,1,6,4,4,8,0.2478,129.4342,1.8941,0.8176,0,0
599,2,2,6,2,8,0.2481,129.4693,1.8955,0.8178,0,0
600,2,0,5,5,4,0.2484,129.5145,1.8972,0.8181,0,0
601,1,3,6,1,8,0.2485,129.5253,1.8976,0.8182,0,0
602,1,6,2,6,8,0.2486,129.5383,1.8982,0.8183,0,0
603,2,2,3,7,8,0.2499,129.7051,1.9047,0.8194,0,0
604,2,2,0,8,4,0.2505,129.7839,1.9078,0.8199,0,0
605,1,8,3,3,8,0.251,129.8493,1.9104,0.8204,0,0
606,2,6,5,1,8,0.252,129.9728,1.9154,0.8212,0,0
607,2,6,4,4,8,0.2526,130.0519,1.9185,0.8217,0,0
608,1,1,5,5,8,0.2532,130.1281,1.9216,0.8222,0,0
609,2,3,6,1,8,0.2533,130.1442,1.9223,0.8224,0,0
610,2,6,2,6,8,0.2534,130.1575,1.9228,0.8224,0,0
611,1,10,0,0,2,0.2553,130.3866,1.9321,0.824,0,0
612,1,5,5,3,8,0.2557,130.4346,1.9341,0.8243,0,0
613,2,8,3,3,8,0.256,130.4729,1.9356,0.8245,0,0
614,1,5,1,7,8,0.2574,130.6461,1.9428,0.8257,0,0
615,2,1,5,5,8,0.2583,130.7558,1.9473,0.8264,0,0
616,2,10,0,0,2,0.2604,131.0181,1.9583,0.8281,0,0
617,2,5,5,3,8,0.2608,131.0667,1.9603,0.8285,0,0
618,1,5,3,6,8,0.2619,131.1935,1.9657,0.8293,0,0
619,2,5,1,7,8,0.2626,131.2813,1.9694,0.8299,0,0
620,1,8,0,5,4,0.2668,131.7811,1.991,0.8331,0,0
621,2,5,3,6,8,0.2673,131.8369,1.9934,0.8335,0,0
622,1,4,5,4,8,0.2703,132.184,2.0087,0.8358,0,0
623,1,2,1,8,8,0.2708,132.2432,2.0114,0.8361,0,0
624,1,10,0,1,4,0.2709,132.2531,2.0118,0.8362,0,0
625,1,5,4,5,8,0.272,132.3839,2.0177,0.837,0,0
626,2,8,0,5,4,0.2725,132.4335,2.0199,0.8374,0,0
627,1,7,4,3,8,0.2748,132.7012,2.032,0.8391,0,0
628,1,3,4,6,8,0.2758,132.8069,2.0369,0.8398,0,0
629,2,4,5,4,8,0.2761,132.8427,2.0385,0.84,0,0
630,2,2,1,8,8,0.2766,132.9028,2.0413,0.8404,0,0
631,2,10,0,1,4,0.2767,132.9128,2.0418,0.8404,0,0
632,2,5,4,5,8,0.2779,133.0458,2.0479,0.8413,0,0
633,2,7,4,3,8,0.2809,133.3681,2.063,0.8433,0,0
634,2,3,4,6,8,0.2818,133.4755,2.0681,0.844,0,0
635,1,7,0,6,4,0.282,133.4878,2.0686,0.8441,0,0
636,1,10,1,0,4,0.2822,133.5193,2.0701,0.8443,0,0
637,1,2,5,5,8,0.2862,133.9426,2.0904,0.847,0,0
638,2,7,0,6,4,0.2883,134.1675,2.1014,0.8484,0,0
639,2,10,1,0,4,0.2886,134.1996,2.103,0.8486,0,0
640,1,1,6,3,8,0.291,134.4507,2.1154,0.8501,0,0
641,2,2,5,5,8,0.2928,134.6299,2.1243,0.8513,0,0
642,1,8,4,0,4,0.2949,134.8449,2.1351,0.8526,0,0
643,1,8,1,5,8,0.2962,134.9867,2.1424,0.8535,0,0
644,1,6,5,2,8,0.2967,135.0345,2.1448,0.8538,0,0
645,2,1,6,3,8,0.2978,135.1468,2.1505,0.8545,0,0
646,1,3,6,2,8,0.2986,135.2195,2.1543,0.8549,0,0
647,1,3,3,7,8,0.3011,135.4768,2.1676,0.8565,0,0
648,1,10,1,1,8,0.3012,135.4847,2.1681,0.8565,0,0
649,2,8,4,0,4,0.3019,135.5478,2.1714,0.8569,0,0
650,1,3,0,8,4,0.302,135.5629,2.1722,0.857,0,0
651,2,8,1,5,8,0.3033,135.6921,2.179,0.8578,0,0
652,2,6,5,2,8,0.3038,135.7407,2.1815,0.8581,0,0
653,1,9,2,3,8,0.305,135.8597,2.1878,0.8588,0,0
654,2,3,6,2,8,0.3058,135.929,2.1915,0.8592,0,0
655,2,3,3,7,8,0.3085,136.191,2.2056,0.8608,0,0
656,2,10,1,1,8,0.3086,136.199,2.206,0.8609,0,0
657,2,3,0,8,4,0.3094,136.2785,2.2104,0.8614,0,0
658,1,9,3,1,8,0.3116,136.4861,2.2217,0.8626,0,0
659,1,9,0,4,4,0.3125,136.5737,2.2265,0.8631,0,0
660,2,9,2,3,8,0.3126,136.5808,2.2269,0.8632,0,0
661,1,4,6,0,4,0.3134,136.6614,2.2314,0.8637,0,0
662,1,0,2,8,4,0.3144,136.7466,2.2361,0.8642,0,0
663,1,7,1,6,8,0.3148,136.7907,2.2386,0.8644,0,0
664,1,8,4,1,8,0.3155,136.8574,2.2423,0.8648,0,0
665,2,9,3,1,8,0.3195,137.2189,2.2627,0.867,0,0
666,2,9,0,4,4,0.3205,137.3081,2.2678,0.8675,0,0
667,2,4,6,0,4,0.3214,137.3974,2.2729,0.868,0,0
668,2,0,2,8,4,0.3224,137.4843,2.2779,0.8685,0,0
669,2,7,1,6,8,0.3229,137.5292,2.2805,0.8688,0,0
670,2,8,4,1,8,0.3237,137.5972,2.2844,0.8692,0,0
671,1,1,2,8,8,0.3298,138.1428,2.3165,0.8724,0,0
672,1,10,0,2,4,0.3308,138.2278,2.3216,0.8729,0,0
673,1,2,6,3,8,0.3348,138.5674,2.3422,0.8749,0,0
674,1,4,6,1,8,0.3369,138.7443,2.353,0.8759,0,0
675,2,1,2,8,8,0.3388,138.908,2.3631,0.8768,0,0
676,2,10,0,2,4,0.3398,138.9948,2.3685,0.8773,0,0
677,1,3,1,8,8,0.3399,138.997,2.3686,0.8773,0,0
678,2,2,6,3,8,0.344,139.3414,2.3903,0.8793,0,0
679,2,4,6,1,8,0.3462,139.522,2.4018,0.8803,0,0
680,2,3,1,8,8,0.3494,139.78,2.4184,0.8818,0,0
681,1,9,1,4,8,0.3532,140.0778,2.4379,0.8835,0,0
682,1,5,2,7,8,0.3606,140.6561,2.4766,0.8867,0,0
683,2,9,1,4,8,0.3636,140.8843,2.4922,0.8879,0,0
684,1,3,5,5,8,0.3641,140.9261,2.4951,0.8882,0,0
685,2,5,2,7,8,0.3715,141.4758,2.5335,0.8912,0,0
686,1,7,3,5,8,0.3749,141.7212,2.551,0.8925,0,0
687,2,3,5,5,8,0.3753,141.7521,2.5533,0.8927,0,0
688,1,10,1,2,8,0.3767,141.8555,2.5607,0.8932,0,0
689,1,6,0,7,4,0.384,142.3729,2.5987,0.896,0,0
690,2,7,3,5,8,0.3868,142.566,2.6132,0.897,0,0
691,1,2,2,8,8,0.387,142.5843,2.6146,0.8971,0,0
692,1,4,4,6,8,0.3879,142.6445,2.6191,0.8974,0,0
693,2,10,1,2,8,0.3888,142.7037,2.6236,0.8978,0,0
694,1,9,3,2,8,0.393,142.9966,2.646,0.8993,0,0
695,2,6,0,7,4,0.3966,143.234,2.6644,0.9005,0,0
696,1,8,4,2,8,0.3994,143.422,2.6792,0.9015,0,0
697,2,2,2,8,8,0.3998,143.4507,2.6814,0.9017,0,0
698,2,4,4,6,8,0.4008,143.5124,2.6863,0.902,0,0
699,2,9,3,2,8,0.4063,143.8736,2.7152,0.9039,0,0
700,1,10,2,0,4,0.4107,144.1516,2.7379,0.9053,0,0
701,1,8,3,4,8,0.4129,144.2937,2.7496,0.906,0,0
702,2,8,4,2,8,0.4132,144.3101,2.751,0.9061,0,0
703,2,10,2,0,4,0.4253,145.0596,2.8145,0.9099,0,0
704,1,5,5,4,8,0.4255,145.0676,2.8152,0.9099,0,0
705,2,8,3,4,8,0.4278,145.2056,2.8272,0.9106,0,0
706,1,4,6,2,8,0.4345,145.6054,2.8625,0.9126,0,0
707,1,4,3,7,8,0.4401,145.9269,2.8915,0.9142,0,0
708,1,8,2,5,8,0.4411,145.9872,2.897,0.9145,0,0
709,2,5,5,4,8,0.4414,146.0017,2.8984,0.9145,0,0
710,1,4,0,8,4,0.442,146.0346,2.9014,0.9147,0,0
711,1,6,5,3,8,0.4428,146.0836,2.9059,0.9149,0,0
712,1,3,6,3,8,0.447,146.3183,2.9276,0.9161,0,0
713,1,6,1,7,8,0.4479,146.3727,2.9327,0.9163,0,0
714,2,4,6,2,8,0.4512,146.5555,2.9499,0.9172,0,0
715,1,10,2,1,8,0.4524,146.6193,2.9559,0.9175,0,0
716,2,4,3,7,8,0.4573,146.8867,2.9815,0.9188,0,0
717,2,8,2,5,8,0.4585,146.949,2.9875,0.9191,0,0
718,2,4,0,8,4,0.4594,146.9978,2.9922,0.9193,0,0
719,2,6,5,3,8,0.4603,147.0483,2.9972,0.9196,0,0
720,1,6,3,6,8,0.4618,147.1272,3.0049,0.9199,0,0
721,2,3,6,3,8,0.4648,147.2903,3.0209,0.9207,0,0
722,2,6,1,7,8,0.4659,147.3465,3.0265,0.921,0,0
723,2,10,2,1,8,0.4708,147.6009,3.0519,0.9222,0,0
724,1,7,5,1,8,0.4793,148.0351,3.0962,0.9242,0,0
725,2,6,3,6,8,0.4811,148.1254,3.1056,0.9246,0,0
726,1,7,4,4,8,0.4816,148.1491,3.1081,0.9247,0,0
727,1,7,2,6,8,0.4846,148.3017,3.1241,0.9254,0,0
728,1,0,6,4,4,0.4941,148.767,3.1738,0.9275,0,0
729,1,6,4,5,8,0.4948,148.8006,3.1774,0.9277,0,0
730,2,7,5,1,8,0.5004,149.0641,3.2063,0.9289,0,0
731,2,7,4,4,8,0.5029,149.1821,3.2194,0.9294,0,0
732,2,7,2,6,8,0.5063,149.3402,3.2371,0.9301,0,0
733,2,0,6,4,4,0.5168,149.8222,3.2921,0.9322,0,0
734,2,6,4,5,8,0.5176,149.857,3.2962,0.9324,0,0
735,1,1,4,7,8,0.52,149.9659,3.3089,0.9329,0,0
736,1,10,0,3,4,0.5263,150.2409,3.3414,0.9341,0,0
737,1,4,1,8,8,0.5314,150.4623,3.368,0.935,0,0
738,1,1,6,4,8,0.5355,150.6387,3.3895,0.9358,0,0
739,2,1,4,7,8,0.5457,151.0671,3.4428,0.9376,0,0
740,1,3,2,8,8,0.55,151.2403,3.4648,0.9383,0,0
741,2,10,0,3,4,0.5527,151.353,3.4792,0.9388,0,0
742,2,4,1,8,8,0.5585,151.5836,3.5091,0.9398,0,0
743,2,1,6,4,8,0.5631,151.7672,3.5333,0.9405,0,0
744,2,3,2,8,8,0.5794,152.3945,3.6183,0.9431,0,0
745,1,9,2,4,8,0.5886,152.7336,3.6658,0.9444,0,0
746,1,4,5,5,8,0.5983,153.0864,3.7165,0.9458,0,0
747,2,9,2,4,8,0.6235,153.9566,3.8474,0.9492,0,0
748,1,5,6,1,8,0.6299,154.1698,3.8808,0.95,0,0
749,2,4,5,5,8,0.6347,154.3269,3.9058,0.9506,0,0
750,1,10,2,2,8,0.6655,155.2887,4.0655,0.9542,0,0
751,1,10,1,3,8,0.6671,155.3368,4.0738,0.9544,0,0
752,2,5,6,1,8,0.6714,155.4669,4.0964,0.9549,0,0
753,1,1,5,6,8,0.6901,156.0083,4.1932,0.9568,0,0
754,1,2,4,7,8,0.6979,156.2294,4.234,0.9576,0,0
755,2,10,2,2,8,0.7133,156.65,4.3136,0.9591,0,0
756,2,10,1,3,8,0.7152,156.701,4.3235,0.9592,0,0
757,1,9,3,3,8,0.7289,157.061,4.3943,0.9605,0,0
758,1,2,6,4,8,0.7292,157.0703,4.3961,0.9605,0,0
759,1,7,5,2,8,0.7337,157.1854,4.4193,0.9609,0,0
760,2,1,5,6,8,0.7427,157.4143,4.4659,0.9617,0,0
761,2,2,4,7,8,0.7521,157.6496,4.5149,0.9624,0,0
762,1,8,4,3,8,0.7551,157.7237,4.5305,0.9627,0,0
763,2,9,3,3,8,0.7897,158.5377,4.7092,0.9653,0,0
764,2,2,6,4,8,0.7901,158.5476,4.7114,0.9654,0,0
765,2,7,5,2,8,0.7956,158.671,4.7397,0.9658,0,0
766,2,8,4,3,8,0.822,159.2488,4.8766,0.9676,0,0
